List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,26.7%,26.7%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,22.9%,11.4%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,94.3%,94.3%
r6,2.9%,51.4%
r29,100.0%,100.0%
r3,13.3%,6.7%
r24,22.5%,25.0%
r32,100.0%,100.0%
r16,46.7%,46.7%
r28,57.8%,57.8%
r25,80.0%,80.0%
r23,0.0%,27.8%
r18,40.0%,10.0%
r11,2.2%,73.3%
r27,96.0%,96.0%
r5,47.5%,25.0%
r17,36.7%,6.7%
r19,0.0%,0.0%
r8,0.0%,80.0%
r1,96.7%,96.7%
r30,23.3%,36.7%
r22,0.0%,19.0%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,48.9%,44.4%
r2,62.5%,32.5%
r20,72.5%,22.5%
r15,70.0%,70.0%
Total,45.2%,51.1%
