List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,76.7%,23.3%
r10,20.0%,20.0%
r21,100.0%,100.0%
r34,34.3%,25.7%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,16.7%,10.0%
r13,40.0%,42.9%
r6,74.3%,71.4%
r29,9.6%,7.7%
r3,0.0%,20.0%
r24,17.5%,15.0%
r32,96.7%,96.7%
r16,26.7%,30.0%
r28,75.6%,42.2%
r25,6.7%,83.3%
r23,5.6%,5.6%
r18,6.7%,23.3%
r11,22.2%,48.9%
r27,96.0%,100.0%
r5,15.0%,42.5%
r17,6.7%,3.3%
r19,0.0%,0.0%
r8,6.7%,0.0%
r1,70.0%,70.0%
r30,0.0%,0.0%
r22,11.9%,2.4%
r26,0.0%,40.0%
r9,100.0%,100.0%
r14,17.8%,6.7%
r2,50.0%,45.0%
r20,47.5%,47.5%
r15,66.7%,66.7%
Total,37.3%,38.4%
