List,gaussian_mixture,kmeans
r31,66.7%,50.0%
r7,100.0%,100.0%
r10,60.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,54.3%
r4,0.0%,10.0%
r33,0.0%,100.0%
r12,40.0%,30.0%
r13,14.3%,40.0%
r6,0.0%,0.0%
r29,13.5%,13.5%
r3,0.0%,73.3%
r24,20.0%,15.0%
r32,100.0%,100.0%
r16,26.7%,0.0%
r28,24.4%,57.8%
r25,13.3%,26.7%
r23,0.0%,0.0%
r18,3.3%,23.3%
r11,2.2%,11.1%
r27,100.0%,100.0%
r5,27.5%,27.5%
r17,10.0%,3.3%
r19,100.0%,0.0%
r8,93.3%,0.0%
r1,0.0%,73.3%
r30,40.0%,13.3%
r22,0.0%,14.3%
r26,20.0%,20.0%
r9,4.5%,27.3%
r14,44.4%,64.4%
r2,52.5%,17.5%
r20,0.0%,30.0%
r15,0.0%,0.0%
Total,26.5%,33.7%
