List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,73.3%,73.3%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,2.9%,5.7%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,43.3%,43.3%
r13,94.3%,94.3%
r6,40.0%,51.4%
r29,100.0%,0.0%
r3,6.7%,6.7%
r24,15.0%,22.5%
r32,0.0%,100.0%
r16,43.3%,53.3%
r28,100.0%,57.8%
r25,0.0%,0.0%
r23,16.7%,11.1%
r18,13.3%,0.0%
r11,24.4%,22.2%
r27,0.0%,0.0%
r5,25.0%,25.0%
r17,23.3%,13.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,96.7%,96.7%
r30,16.7%,3.3%
r22,16.7%,7.1%
r26,40.0%,100.0%
r9,100.0%,100.0%
r14,53.3%,48.9%
r2,62.5%,62.5%
r20,72.5%,22.5%
r15,0.0%,0.0%
Total,44.4%,38.1%
