List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,100.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,57.1%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,3.3%,40.0%
r13,48.6%,42.9%
r6,0.0%,0.0%
r29,13.5%,13.5%
r3,80.0%,80.0%
r24,7.5%,2.5%
r32,100.0%,100.0%
r16,73.3%,46.7%
r28,24.4%,24.4%
r25,36.7%,30.0%
r23,38.9%,5.6%
r18,20.0%,20.0%
r11,13.3%,35.6%
r27,96.0%,96.0%
r5,47.5%,2.5%
r17,10.0%,50.0%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,0.0%,16.7%
r30,6.7%,30.0%
r22,9.5%,0.0%
r26,6.7%,26.7%
r9,18.2%,9.1%
r14,64.4%,24.4%
r2,45.0%,47.5%
r20,32.5%,67.5%
r15,0.0%,26.7%
Total,30.2%,34.7%
