List,gaussian_mixture,kmeans
r31,83.3%,83.3%
r7,0.0%,100.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,0.0%,60.0%
r4,10.0%,0.0%
r33,0.0%,0.0%
r12,3.3%,33.3%
r13,5.7%,42.9%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,15.0%,5.0%
r32,100.0%,100.0%
r16,6.7%,6.7%
r28,57.8%,57.8%
r25,13.3%,6.7%
r23,5.6%,0.0%
r18,3.3%,23.3%
r11,24.4%,2.2%
r27,100.0%,100.0%
r5,35.0%,22.5%
r17,10.0%,60.0%
r19,100.0%,0.0%
r8,93.3%,96.7%
r1,0.0%,73.3%
r30,13.3%,0.0%
r22,14.3%,16.7%
r26,40.0%,0.0%
r9,0.0%,9.1%
r14,44.4%,48.9%
r2,52.5%,15.0%
r20,32.5%,32.5%
r15,0.0%,26.7%
Total,29.9%,33.1%
