List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,65.7%,31.4%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,14.3%,48.6%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,0.0%,0.0%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,53.3%,50.0%
r28,24.4%,24.4%
r25,6.7%,3.3%
r23,0.0%,0.0%
r18,3.3%,20.0%
r11,15.6%,15.6%
r27,96.0%,0.0%
r5,27.5%,25.0%
r17,46.7%,46.7%
r19,0.0%,100.0%
r8,0.0%,83.3%
r1,0.0%,60.0%
r30,0.0%,43.3%
r22,11.9%,4.8%
r26,26.7%,33.3%
r9,27.3%,63.6%
r14,55.6%,13.3%
r2,2.5%,32.5%
r20,77.5%,0.0%
r15,0.0%,26.7%
Total,36.8%,35.8%
