List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,20.0%,40.0%
r21,75.0%,0.0%
r34,17.1%,22.9%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,40.0%
r6,37.1%,37.1%
r29,34.6%,34.6%
r3,0.0%,0.0%
r24,15.0%,15.0%
r32,96.7%,96.7%
r16,23.3%,40.0%
r28,24.4%,24.4%
r25,83.3%,83.3%
r23,11.1%,5.6%
r18,20.0%,20.0%
r11,31.1%,31.1%
r27,0.0%,96.0%
r5,12.5%,25.0%
r17,13.3%,10.0%
r19,0.0%,0.0%
r8,83.3%,83.3%
r1,70.0%,70.0%
r30,3.3%,3.3%
r22,2.4%,23.8%
r26,60.0%,0.0%
r9,100.0%,100.0%
r14,22.2%,48.9%
r2,30.0%,30.0%
r20,47.5%,47.5%
r15,50.0%,66.7%
Total,37.4%,42.0%
