List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,76.7%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,31.4%,65.7%
r4,30.0%,0.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,40.0%,45.7%
r6,0.0%,97.1%
r29,86.5%,86.5%
r3,80.0%,0.0%
r24,2.5%,5.0%
r32,100.0%,0.0%
r16,43.3%,73.3%
r28,24.4%,33.3%
r25,16.7%,0.0%
r23,0.0%,0.0%
r18,20.0%,16.7%
r11,8.9%,17.8%
r27,100.0%,96.0%
r5,2.5%,25.0%
r17,46.7%,0.0%
r19,0.0%,0.0%
r8,0.0%,86.7%
r1,56.7%,70.0%
r30,6.7%,0.0%
r22,0.0%,2.4%
r26,0.0%,13.3%
r9,31.8%,31.8%
r14,68.9%,2.2%
r2,20.0%,30.0%
r20,62.5%,50.0%
r15,0.0%,0.0%
Total,35.8%,30.9%
