List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,100.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,60.0%,60.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,6.7%,36.7%
r13,37.1%,40.0%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,0.0%
r24,2.5%,12.5%
r32,100.0%,100.0%
r16,23.3%,0.0%
r28,24.4%,24.4%
r25,13.3%,43.3%
r23,0.0%,0.0%
r18,10.0%,33.3%
r11,20.0%,17.8%
r27,0.0%,96.0%
r5,0.0%,27.5%
r17,0.0%,60.0%
r19,0.0%,100.0%
r8,90.0%,93.3%
r1,70.0%,73.3%
r30,40.0%,0.0%
r22,2.4%,2.4%
r26,26.7%,6.7%
r9,31.8%,40.9%
r14,66.7%,0.0%
r2,42.5%,2.5%
r20,22.5%,22.5%
r15,0.0%,26.7%
Total,33.7%,35.1%
