List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,0.0%,100.0%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,60.0%,60.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,33.3%,0.0%
r13,5.7%,31.4%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,2.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,33.3%,24.4%
r25,60.0%,16.7%
r23,11.1%,0.0%
r18,23.3%,30.0%
r11,22.2%,8.9%
r27,96.0%,96.0%
r5,0.0%,7.5%
r17,6.7%,0.0%
r19,100.0%,100.0%
r8,0.0%,93.3%
r1,70.0%,0.0%
r30,13.3%,43.3%
r22,16.7%,0.0%
r26,20.0%,33.3%
r9,0.0%,0.0%
r14,44.4%,22.2%
r2,0.0%,50.0%
r20,12.5%,50.0%
r15,0.0%,0.0%
Total,30.9%,31.7%
