List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,0.0%,40.0%
r21,75.0%,75.0%
r34,2.9%,11.4%
r4,10.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,26.7%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,9.6%,90.4%
r3,6.7%,6.7%
r24,10.0%,7.5%
r32,0.0%,0.0%
r16,36.7%,36.7%
r28,57.8%,57.8%
r25,83.3%,0.0%
r23,11.1%,33.3%
r18,3.3%,20.0%
r11,73.3%,73.3%
r27,0.0%,96.0%
r5,55.0%,55.0%
r17,20.0%,36.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,16.7%,23.3%
r22,14.3%,14.3%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,48.9%,13.3%
r2,32.5%,60.0%
r20,20.0%,75.0%
r15,0.0%,0.0%
Total,36.2%,47.0%
