List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,26.7%,100.0%
r10,0.0%,0.0%
r21,75.0%,0.0%
r34,5.7%,5.7%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,26.7%,40.0%
r13,94.3%,94.3%
r6,97.1%,45.7%
r29,100.0%,100.0%
r3,13.3%,6.7%
r24,5.0%,15.0%
r32,0.0%,0.0%
r16,46.7%,33.3%
r28,42.2%,100.0%
r25,83.3%,83.3%
r23,27.8%,5.6%
r18,20.0%,20.0%
r11,22.2%,22.2%
r27,4.0%,96.0%
r5,55.0%,50.0%
r17,36.7%,6.7%
r19,100.0%,0.0%
r8,80.0%,80.0%
r1,96.7%,0.0%
r30,0.0%,23.3%
r22,9.5%,14.3%
r26,60.0%,0.0%
r9,100.0%,100.0%
r14,64.4%,62.2%
r2,60.0%,60.0%
r20,0.0%,22.5%
r15,93.3%,93.3%
Total,48.2%,48.1%
