List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,0.0%,0.0%
r10,20.0%,60.0%
r21,0.0%,0.0%
r34,57.1%,60.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,16.7%
r13,34.3%,2.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,73.3%
r24,20.0%,2.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,75.6%,24.4%
r25,6.7%,3.3%
r23,0.0%,0.0%
r18,20.0%,16.7%
r11,17.8%,20.0%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,0.0%,0.0%
r19,0.0%,0.0%
r8,0.0%,93.3%
r1,60.0%,70.0%
r30,13.3%,10.0%
r22,9.5%,9.5%
r26,6.7%,0.0%
r9,4.5%,0.0%
r14,55.6%,51.1%
r2,45.0%,47.5%
r20,5.0%,27.5%
r15,13.3%,26.7%
Total,30.9%,32.8%
