List,gaussian_mixture,kmeans
r31,33.3%,16.7%
r7,0.0%,0.0%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,65.7%,8.6%
r4,0.0%,0.0%
r33,85.7%,100.0%
r12,13.3%,13.3%
r13,37.1%,42.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,86.7%,6.7%
r24,7.5%,5.0%
r32,0.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,24.4%
r25,6.7%,56.7%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,13.3%,15.6%
r27,0.0%,0.0%
r5,37.5%,7.5%
r17,6.7%,0.0%
r19,0.0%,100.0%
r8,93.3%,96.7%
r1,76.7%,76.7%
r30,10.0%,10.0%
r22,2.4%,9.5%
r26,0.0%,0.0%
r9,31.8%,0.0%
r14,53.3%,51.1%
r2,45.0%,45.0%
r20,17.5%,30.0%
r15,26.7%,26.7%
Total,29.2%,31.3%
