List,gaussian_mixture,kmeans
r31,50.0%,33.3%
r7,0.0%,100.0%
r10,0.0%,20.0%
r21,75.0%,0.0%
r34,28.6%,28.6%
r4,30.0%,60.0%
r33,100.0%,100.0%
r12,6.7%,33.3%
r13,5.7%,8.6%
r6,97.1%,0.0%
r29,86.5%,86.5%
r3,6.7%,80.0%
r24,5.0%,25.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,75.6%,0.0%
r25,3.3%,6.7%
r23,11.1%,0.0%
r18,20.0%,20.0%
r11,15.6%,4.4%
r27,96.0%,0.0%
r5,5.0%,0.0%
r17,3.3%,0.0%
r19,0.0%,100.0%
r8,0.0%,0.0%
r1,66.7%,66.7%
r30,20.0%,3.3%
r22,14.3%,0.0%
r26,0.0%,20.0%
r9,0.0%,0.0%
r14,64.4%,31.1%
r2,40.0%,22.5%
r20,27.5%,37.5%
r15,0.0%,26.7%
Total,33.8%,29.1%
