List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,73.3%,26.7%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,37.1%,22.9%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,46.7%,23.3%
r13,94.3%,94.3%
r6,51.4%,54.3%
r29,100.0%,100.0%
r3,0.0%,6.7%
r24,7.5%,10.0%
r32,100.0%,100.0%
r16,23.3%,43.3%
r28,42.2%,33.3%
r25,80.0%,70.0%
r23,16.7%,11.1%
r18,26.7%,46.7%
r11,73.3%,73.3%
r27,0.0%,96.0%
r5,25.0%,25.0%
r17,10.0%,16.7%
r19,0.0%,100.0%
r8,80.0%,80.0%
r1,96.7%,76.7%
r30,13.3%,36.7%
r22,7.1%,31.0%
r26,40.0%,40.0%
r9,95.5%,95.5%
r14,28.9%,8.9%
r2,62.5%,32.5%
r20,0.0%,20.0%
r15,33.3%,70.0%
Total,46.7%,49.6%
