List,gaussian_mixture,kmeans
r31,66.7%,33.3%
r7,100.0%,0.0%
r10,60.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,28.6%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,36.7%,40.0%
r13,40.0%,34.3%
r6,0.0%,97.1%
r29,13.5%,86.5%
r3,6.7%,73.3%
r24,25.0%,2.5%
r32,100.0%,100.0%
r16,6.7%,0.0%
r28,57.8%,24.4%
r25,10.0%,26.7%
r23,0.0%,0.0%
r18,3.3%,10.0%
r11,4.4%,8.9%
r27,100.0%,100.0%
r5,27.5%,57.5%
r17,33.3%,0.0%
r19,100.0%,0.0%
r8,93.3%,93.3%
r1,3.3%,73.3%
r30,50.0%,13.3%
r22,2.4%,2.4%
r26,26.7%,26.7%
r9,0.0%,36.4%
r14,44.4%,0.0%
r2,55.0%,2.5%
r20,22.5%,0.0%
r15,0.0%,26.7%
Total,30.7%,34.2%
