List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,73.3%,73.3%
r10,60.0%,40.0%
r21,0.0%,0.0%
r34,34.3%,48.6%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,3.3%,10.0%
r13,94.3%,94.3%
r6,51.4%,22.9%
r29,100.0%,0.0%
r3,0.0%,6.7%
r24,7.5%,12.5%
r32,100.0%,100.0%
r16,53.3%,53.3%
r28,42.2%,42.2%
r25,76.7%,0.0%
r23,5.6%,16.7%
r18,3.3%,23.3%
r11,73.3%,73.3%
r27,4.0%,4.0%
r5,17.5%,37.5%
r17,16.7%,16.7%
r19,64.7%,0.0%
r8,80.0%,80.0%
r1,96.7%,96.7%
r30,3.3%,3.3%
r22,11.9%,4.8%
r26,40.0%,100.0%
r9,95.5%,95.5%
r14,24.4%,8.9%
r2,35.0%,95.0%
r20,72.5%,0.0%
r15,0.0%,23.3%
Total,46.7%,39.7%
