List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,54.3%,54.3%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,13.3%,3.3%
r13,37.1%,34.3%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,5.0%,25.0%
r32,100.0%,100.0%
r16,10.0%,0.0%
r28,33.3%,42.2%
r25,20.0%,20.0%
r23,0.0%,5.6%
r18,3.3%,26.7%
r11,11.1%,22.2%
r27,0.0%,96.0%
r5,0.0%,27.5%
r17,6.7%,6.7%
r19,0.0%,0.0%
r8,83.3%,83.3%
r1,20.0%,50.0%
r30,6.7%,40.0%
r22,0.0%,2.4%
r26,6.7%,0.0%
r9,4.5%,0.0%
r14,37.8%,57.8%
r2,22.5%,17.5%
r20,10.0%,22.5%
r15,0.0%,26.7%
Total,21.5%,34.6%
