List,gaussian_mixture,kmeans
r31,50.0%,16.7%
r7,100.0%,73.3%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,60.0%,60.0%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,11.4%,11.4%
r6,97.1%,45.7%
r29,13.5%,86.5%
r3,6.7%,0.0%
r24,5.0%,7.5%
r32,100.0%,100.0%
r16,3.3%,0.0%
r28,24.4%,42.2%
r25,56.7%,10.0%
r23,16.7%,0.0%
r18,6.7%,23.3%
r11,13.3%,17.8%
r27,96.0%,96.0%
r5,0.0%,0.0%
r17,0.0%,0.0%
r19,0.0%,100.0%
r8,93.3%,93.3%
r1,56.7%,16.7%
r30,36.7%,6.7%
r22,9.5%,9.5%
r26,6.7%,0.0%
r9,4.5%,0.0%
r14,46.7%,0.0%
r2,32.5%,47.5%
r20,12.5%,27.5%
r15,26.7%,0.0%
Total,31.7%,33.7%
