List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,26.7%
r10,60.0%,0.0%
r21,0.0%,100.0%
r34,22.9%,22.9%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,10.0%
r13,54.3%,94.3%
r6,51.4%,51.4%
r29,96.2%,90.4%
r3,6.7%,0.0%
r24,2.5%,2.5%
r32,96.7%,100.0%
r16,20.0%,3.3%
r28,24.4%,42.2%
r25,76.7%,80.0%
r23,0.0%,5.6%
r18,10.0%,10.0%
r11,4.4%,24.4%
r27,96.0%,4.0%
r5,25.0%,27.5%
r17,13.3%,36.7%
r19,0.0%,82.4%
r8,80.0%,80.0%
r1,93.3%,73.3%
r30,23.3%,3.3%
r22,11.9%,4.8%
r26,0.0%,40.0%
r9,95.5%,95.5%
r14,11.1%,11.1%
r2,0.0%,0.0%
r20,0.0%,72.5%
r15,30.0%,30.0%
Total,38.0%,40.6%
