List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,0.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,31.4%,62.9%
r4,10.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,37.1%,34.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,6.7%,73.3%
r24,2.5%,15.0%
r32,100.0%,100.0%
r16,40.0%,70.0%
r28,0.0%,42.2%
r25,30.0%,33.3%
r23,5.6%,0.0%
r18,3.3%,20.0%
r11,15.6%,15.6%
r27,96.0%,96.0%
r5,15.0%,15.0%
r17,40.0%,0.0%
r19,0.0%,0.0%
r8,83.3%,86.7%
r1,0.0%,73.3%
r30,0.0%,46.7%
r22,9.5%,2.4%
r26,13.3%,46.7%
r9,0.0%,4.5%
r14,66.7%,20.0%
r2,22.5%,47.5%
r20,27.5%,20.0%
r15,26.7%,26.7%
Total,27.3%,40.7%
