List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,100.0%,100.0%
r34,20.0%,28.6%
r4,20.0%,10.0%
r33,100.0%,0.0%
r12,6.7%,6.7%
r13,42.9%,40.0%
r6,42.9%,71.4%
r29,36.5%,36.5%
r3,6.7%,6.7%
r24,12.5%,5.0%
r32,3.3%,3.3%
r16,36.7%,33.3%
r28,33.3%,24.4%
r25,83.3%,83.3%
r23,11.1%,11.1%
r18,6.7%,20.0%
r11,22.2%,48.9%
r27,96.0%,4.0%
r5,25.0%,32.5%
r17,6.7%,3.3%
r19,0.0%,100.0%
r8,80.0%,3.3%
r1,70.0%,70.0%
r30,20.0%,3.3%
r22,2.4%,0.0%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,20.0%,35.6%
r2,45.0%,30.0%
r20,47.5%,47.5%
r15,6.7%,30.0%
Total,35.6%,32.5%
