List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,75.0%,0.0%
r34,45.7%,20.0%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,45.7%
r6,22.9%,77.1%
r29,11.5%,32.7%
r3,0.0%,0.0%
r24,2.5%,15.0%
r32,100.0%,3.3%
r16,26.7%,40.0%
r28,75.6%,33.3%
r25,83.3%,6.7%
r23,11.1%,11.1%
r18,23.3%,23.3%
r11,22.2%,22.2%
r27,96.0%,4.0%
r5,35.0%,42.5%
r17,13.3%,23.3%
r19,0.0%,100.0%
r8,0.0%,83.3%
r1,70.0%,70.0%
r30,3.3%,20.0%
r22,2.4%,4.8%
r26,40.0%,40.0%
r9,100.0%,100.0%
r14,40.0%,40.0%
r2,45.0%,45.0%
r20,75.0%,75.0%
r15,76.7%,10.0%
Total,41.9%,38.8%
