List,gaussian_mixture,kmeans
r31,50.0%,16.7%
r7,0.0%,0.0%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,60.0%
r4,70.0%,0.0%
r33,100.0%,82.9%
r12,0.0%,6.7%
r13,2.9%,2.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,24.4%
r25,10.0%,20.0%
r23,22.2%,0.0%
r18,20.0%,3.3%
r11,6.7%,15.6%
r27,0.0%,96.0%
r5,0.0%,5.0%
r17,6.7%,0.0%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,16.7%,70.0%
r30,6.7%,20.0%
r22,2.4%,11.9%
r26,13.3%,6.7%
r9,4.5%,0.0%
r14,57.8%,20.0%
r2,50.0%,0.0%
r20,50.0%,27.5%
r15,0.0%,16.7%
Total,23.7%,24.7%
