List,gaussian_mixture,kmeans
r31,16.7%,33.3%
r7,76.7%,76.7%
r10,20.0%,0.0%
r21,100.0%,0.0%
r34,57.1%,45.7%
r4,0.0%,20.0%
r33,100.0%,100.0%
r12,13.3%,40.0%
r13,40.0%,40.0%
r6,91.4%,91.4%
r29,9.6%,9.6%
r3,6.7%,6.7%
r24,12.5%,7.5%
r32,100.0%,96.7%
r16,30.0%,13.3%
r28,57.8%,24.4%
r25,83.3%,3.3%
r23,5.6%,11.1%
r18,20.0%,20.0%
r11,22.2%,22.2%
r27,96.0%,100.0%
r5,42.5%,42.5%
r17,6.7%,13.3%
r19,0.0%,0.0%
r8,3.3%,0.0%
r1,70.0%,70.0%
r30,10.0%,10.0%
r22,2.4%,0.0%
r26,0.0%,60.0%
r9,0.0%,100.0%
r14,17.8%,11.1%
r2,30.0%,55.0%
r20,75.0%,75.0%
r15,30.0%,80.0%
Total,38.4%,39.0%
