List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,40.0%,0.0%
r21,0.0%,75.0%
r34,45.7%,45.7%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,42.9%,40.0%
r6,0.0%,71.4%
r29,7.7%,40.4%
r3,20.0%,13.3%
r24,7.5%,15.0%
r32,96.7%,96.7%
r16,26.7%,13.3%
r28,33.3%,33.3%
r25,0.0%,3.3%
r23,5.6%,5.6%
r18,10.0%,6.7%
r11,42.2%,48.9%
r27,0.0%,96.0%
r5,40.0%,40.0%
r17,0.0%,13.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,0.0%,30.0%
r22,11.9%,7.1%
r26,0.0%,0.0%
r9,100.0%,100.0%
r14,33.3%,8.9%
r2,30.0%,45.0%
r20,0.0%,47.5%
r15,80.0%,76.7%
Total,32.7%,38.7%
