List,gaussian_mixture,kmeans
r31,33.3%,83.3%
r7,0.0%,0.0%
r10,40.0%,20.0%
r21,0.0%,0.0%
r34,48.6%,48.6%
r4,20.0%,20.0%
r33,100.0%,0.0%
r12,10.0%,6.7%
r13,40.0%,11.4%
r6,97.1%,97.1%
r29,86.5%,86.5%
r3,0.0%,73.3%
r24,5.0%,10.0%
r32,100.0%,0.0%
r16,73.3%,66.7%
r28,0.0%,75.6%
r25,20.0%,13.3%
r23,0.0%,33.3%
r18,20.0%,6.7%
r11,11.1%,2.2%
r27,100.0%,100.0%
r5,27.5%,27.5%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,0.0%,0.0%
r1,66.7%,0.0%
r30,10.0%,6.7%
r22,2.4%,0.0%
r26,26.7%,6.7%
r9,4.5%,0.0%
r14,51.1%,20.0%
r2,50.0%,50.0%
r20,42.5%,47.5%
r15,0.0%,0.0%
Total,36.7%,29.6%
