List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,76.7%
r10,20.0%,0.0%
r21,100.0%,100.0%
r34,62.9%,62.9%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,16.7%,16.7%
r13,37.1%,37.1%
r6,2.9%,0.0%
r29,86.5%,36.5%
r3,13.3%,0.0%
r24,2.5%,7.5%
r32,100.0%,100.0%
r16,36.7%,36.7%
r28,0.0%,75.6%
r25,80.0%,80.0%
r23,16.7%,16.7%
r18,3.3%,23.3%
r11,17.8%,20.0%
r27,96.0%,100.0%
r5,2.5%,20.0%
r17,6.7%,6.7%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,13.3%,0.0%
r30,46.7%,46.7%
r22,2.4%,4.8%
r26,26.7%,0.0%
r9,63.6%,68.2%
r14,53.3%,46.7%
r2,32.5%,20.0%
r20,57.5%,15.0%
r15,30.0%,33.3%
Total,37.5%,35.8%
