List,gaussian_mixture,kmeans
r31,66.7%,50.0%
r7,0.0%,0.0%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,57.1%,31.4%
r4,0.0%,10.0%
r33,0.0%,0.0%
r12,3.3%,3.3%
r13,5.7%,37.1%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,80.0%,0.0%
r24,5.0%,20.0%
r32,100.0%,100.0%
r16,0.0%,3.3%
r28,24.4%,42.2%
r25,36.7%,3.3%
r23,0.0%,16.7%
r18,20.0%,33.3%
r11,8.9%,15.6%
r27,96.0%,0.0%
r5,0.0%,2.5%
r17,0.0%,0.0%
r19,100.0%,0.0%
r8,93.3%,93.3%
r1,0.0%,70.0%
r30,33.3%,13.3%
r22,0.0%,2.4%
r26,6.7%,20.0%
r9,13.6%,0.0%
r14,53.3%,2.2%
r2,45.0%,2.5%
r20,22.5%,32.5%
r15,0.0%,0.0%
Total,27.8%,22.4%
