List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,73.3%,26.7%
r10,60.0%,40.0%
r21,100.0%,0.0%
r34,60.0%,22.9%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,10.0%,3.3%
r13,94.3%,40.0%
r6,51.4%,51.4%
r29,86.5%,86.5%
r3,6.7%,0.0%
r24,5.0%,15.0%
r32,100.0%,96.7%
r16,20.0%,20.0%
r28,33.3%,42.2%
r25,76.7%,0.0%
r23,16.7%,11.1%
r18,20.0%,23.3%
r11,73.3%,73.3%
r27,4.0%,96.0%
r5,25.0%,2.5%
r17,10.0%,3.3%
r19,0.0%,82.4%
r8,80.0%,0.0%
r1,20.0%,16.7%
r30,0.0%,3.3%
r22,4.8%,28.6%
r26,0.0%,0.0%
r9,0.0%,95.5%
r14,6.7%,11.1%
r2,35.0%,60.0%
r20,72.5%,72.5%
r15,30.0%,40.0%
Total,40.8%,34.9%
