List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,0.0%,0.0%
r21,75.0%,0.0%
r34,0.0%,0.0%
r4,10.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,43.3%
r13,94.3%,5.7%
r6,51.4%,91.4%
r29,0.0%,100.0%
r3,13.3%,6.7%
r24,17.5%,15.0%
r32,0.0%,100.0%
r16,6.7%,43.3%
r28,75.6%,42.2%
r25,80.0%,6.7%
r23,5.6%,16.7%
r18,13.3%,23.3%
r11,73.3%,73.3%
r27,96.0%,4.0%
r5,5.0%,10.0%
r17,36.7%,26.7%
r19,0.0%,0.0%
r8,80.0%,3.3%
r1,96.7%,96.7%
r30,20.0%,13.3%
r22,4.8%,23.8%
r26,60.0%,40.0%
r9,100.0%,100.0%
r14,64.4%,57.8%
r2,0.0%,62.5%
r20,20.0%,72.5%
r15,93.3%,93.3%
Total,39.3%,46.3%
