List,gaussian_mixture,kmeans
r31,66.7%,50.0%
r7,0.0%,0.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,57.1%
r4,0.0%,60.0%
r33,0.0%,0.0%
r12,3.3%,36.7%
r13,45.7%,51.4%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,73.3%
r24,2.5%,10.0%
r32,100.0%,0.0%
r16,76.7%,0.0%
r28,24.4%,24.4%
r25,6.7%,13.3%
r23,0.0%,0.0%
r18,10.0%,20.0%
r11,11.1%,24.4%
r27,96.0%,96.0%
r5,7.5%,0.0%
r17,3.3%,6.7%
r19,0.0%,100.0%
r8,0.0%,0.0%
r1,0.0%,20.0%
r30,43.3%,13.3%
r22,14.3%,14.3%
r26,6.7%,26.7%
r9,0.0%,0.0%
r14,64.4%,0.0%
r2,47.5%,45.0%
r20,37.5%,57.5%
r15,26.7%,0.0%
Total,25.7%,25.0%
