List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,100.0%,100.0%
r10,40.0%,20.0%
r21,75.0%,75.0%
r34,8.6%,0.0%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,48.6%,45.7%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,13.3%,20.0%
r24,5.0%,2.5%
r32,100.0%,100.0%
r16,20.0%,40.0%
r28,57.8%,42.2%
r25,83.3%,83.3%
r23,0.0%,33.3%
r18,10.0%,20.0%
r11,2.2%,73.3%
r27,96.0%,96.0%
r5,30.0%,25.0%
r17,3.3%,43.3%
r19,0.0%,0.0%
r8,86.7%,80.0%
r1,73.3%,70.0%
r30,20.0%,20.0%
r22,11.9%,9.5%
r26,40.0%,60.0%
r9,100.0%,0.0%
r14,53.3%,51.1%
r2,32.5%,32.5%
r20,75.0%,95.0%
r15,30.0%,0.0%
Total,47.9%,42.8%
