List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,20.0%,20.0%
r21,25.0%,0.0%
r34,0.0%,60.0%
r4,60.0%,0.0%
r33,100.0%,100.0%
r12,36.7%,40.0%
r13,40.0%,25.7%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,80.0%
r24,5.0%,17.5%
r32,0.0%,0.0%
r16,23.3%,0.0%
r28,57.8%,42.2%
r25,26.7%,10.0%
r23,22.2%,5.6%
r18,13.3%,3.3%
r11,24.4%,15.6%
r27,100.0%,100.0%
r5,27.5%,27.5%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,0.0%,93.3%
r1,73.3%,76.7%
r30,46.7%,13.3%
r22,2.4%,2.4%
r26,20.0%,20.0%
r9,0.0%,0.0%
r14,46.7%,62.2%
r2,2.5%,5.0%
r20,37.5%,55.0%
r15,26.7%,13.3%
Total,35.1%,36.7%
