List,gaussian_mixture,kmeans
r31,0.0%,66.7%
r7,0.0%,100.0%
r10,60.0%,0.0%
r21,0.0%,0.0%
r34,60.0%,31.4%
r4,10.0%,0.0%
r33,100.0%,0.0%
r12,36.7%,36.7%
r13,37.1%,40.0%
r6,97.1%,0.0%
r29,13.5%,73.1%
r3,6.7%,73.3%
r24,5.0%,15.0%
r32,100.0%,0.0%
r16,0.0%,0.0%
r28,24.4%,33.3%
r25,33.3%,3.3%
r23,27.8%,0.0%
r18,6.7%,20.0%
r11,13.3%,13.3%
r27,100.0%,96.0%
r5,25.0%,22.5%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,93.3%,96.7%
r1,56.7%,70.0%
r30,6.7%,33.3%
r22,2.4%,9.5%
r26,6.7%,13.3%
r9,0.0%,4.5%
r14,53.3%,51.1%
r2,50.0%,0.0%
r20,22.5%,22.5%
r15,0.0%,26.7%
Total,34.6%,31.0%
