List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,0.0%,40.0%
r21,75.0%,0.0%
r34,48.6%,14.3%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,43.3%,46.7%
r13,94.3%,94.3%
r6,91.4%,51.4%
r29,0.0%,100.0%
r3,6.7%,6.7%
r24,30.0%,15.0%
r32,0.0%,100.0%
r16,23.3%,43.3%
r28,33.3%,57.8%
r25,80.0%,80.0%
r23,11.1%,5.6%
r18,16.7%,26.7%
r11,73.3%,22.2%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,16.7%,26.7%
r19,35.3%,0.0%
r8,80.0%,80.0%
r1,96.7%,96.7%
r30,3.3%,0.0%
r22,9.5%,19.0%
r26,60.0%,100.0%
r9,100.0%,100.0%
r14,51.1%,6.7%
r2,32.5%,32.5%
r20,72.5%,0.0%
r15,0.0%,0.0%
Total,45.6%,42.2%
