List,gaussian_mixture,kmeans
r31,66.7%,66.7%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,75.0%
r34,48.6%,0.0%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,31.4%,5.7%
r6,97.1%,97.1%
r29,0.0%,13.5%
r3,0.0%,66.7%
r24,15.0%,2.5%
r32,0.0%,100.0%
r16,80.0%,26.7%
r28,42.2%,75.6%
r25,23.3%,70.0%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,62.2%,11.1%
r27,100.0%,4.0%
r5,30.0%,25.0%
r17,16.7%,13.3%
r19,0.0%,0.0%
r8,90.0%,86.7%
r1,66.7%,0.0%
r30,13.3%,3.3%
r22,11.9%,0.0%
r26,40.0%,60.0%
r9,31.8%,68.2%
r14,60.0%,57.8%
r2,47.5%,50.0%
r20,0.0%,35.0%
r15,26.7%,30.0%
Total,33.3%,35.0%
