List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,0.0%,0.0%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,48.6%,48.6%
r4,40.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,42.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,30.0%,35.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,33.3%,33.3%
r25,3.3%,30.0%
r23,11.1%,0.0%
r18,20.0%,23.3%
r11,13.3%,13.3%
r27,96.0%,96.0%
r5,2.5%,5.0%
r17,20.0%,0.0%
r19,100.0%,0.0%
r8,0.0%,83.3%
r1,50.0%,50.0%
r30,13.3%,36.7%
r22,2.4%,2.4%
r26,13.3%,13.3%
r9,0.0%,0.0%
r14,60.0%,35.6%
r2,7.5%,20.0%
r20,0.0%,32.5%
r15,13.3%,0.0%
Total,31.1%,33.3%
