List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,28.6%,8.6%
r4,20.0%,20.0%
r33,100.0%,100.0%
r12,0.0%,40.0%
r13,54.3%,54.3%
r6,0.0%,97.1%
r29,86.5%,13.5%
r3,13.3%,0.0%
r24,7.5%,5.0%
r32,100.0%,100.0%
r16,76.7%,43.3%
r28,0.0%,24.4%
r25,40.0%,60.0%
r23,27.8%,33.3%
r18,6.7%,20.0%
r11,17.8%,44.4%
r27,96.0%,100.0%
r5,27.5%,27.5%
r17,3.3%,6.7%
r19,100.0%,0.0%
r8,86.7%,86.7%
r1,73.3%,73.3%
r30,0.0%,10.0%
r22,4.8%,16.7%
r26,33.3%,6.7%
r9,31.8%,0.0%
r14,62.2%,13.3%
r2,27.5%,2.5%
r20,0.0%,0.0%
r15,0.0%,30.0%
Total,38.2%,33.1%
