List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,73.3%,26.7%
r10,60.0%,40.0%
r21,0.0%,100.0%
r34,20.0%,2.9%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,26.7%
r13,94.3%,94.3%
r6,42.9%,42.9%
r29,100.0%,100.0%
r3,6.7%,0.0%
r24,17.5%,12.5%
r32,100.0%,0.0%
r16,43.3%,43.3%
r28,42.2%,57.8%
r25,83.3%,83.3%
r23,16.7%,11.1%
r18,20.0%,20.0%
r11,73.3%,22.2%
r27,100.0%,96.0%
r5,5.0%,50.0%
r17,3.3%,20.0%
r19,0.0%,0.0%
r8,83.3%,80.0%
r1,20.0%,96.7%
r30,20.0%,23.3%
r22,2.4%,0.0%
r26,60.0%,40.0%
r9,100.0%,100.0%
r14,55.6%,22.2%
r2,32.5%,32.5%
r20,72.5%,20.0%
r15,0.0%,93.3%
Total,48.0%,44.8%
