List,gaussian_mixture,kmeans
r31,66.7%,83.3%
r7,100.0%,0.0%
r10,60.0%,0.0%
r21,0.0%,0.0%
r34,51.4%,51.4%
r4,0.0%,20.0%
r33,0.0%,0.0%
r12,36.7%,3.3%
r13,42.9%,48.6%
r6,0.0%,97.1%
r29,13.5%,86.5%
r3,6.7%,73.3%
r24,2.5%,2.5%
r32,100.0%,100.0%
r16,53.3%,70.0%
r28,57.8%,42.2%
r25,3.3%,13.3%
r23,16.7%,5.6%
r18,20.0%,26.7%
r11,8.9%,20.0%
r27,100.0%,100.0%
r5,27.5%,0.0%
r17,0.0%,0.0%
r19,0.0%,100.0%
r8,90.0%,93.3%
r1,73.3%,0.0%
r30,0.0%,26.7%
r22,2.4%,2.4%
r26,13.3%,0.0%
r9,36.4%,40.9%
r14,64.4%,51.1%
r2,55.0%,50.0%
r20,0.0%,20.0%
r15,0.0%,0.0%
Total,32.3%,36.5%
