List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,0.0%,0.0%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,8.6%,57.1%
r4,0.0%,10.0%
r33,0.0%,0.0%
r12,16.7%,0.0%
r13,34.3%,48.6%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,80.0%,80.0%
r24,2.5%,7.5%
r32,100.0%,100.0%
r16,0.0%,6.7%
r28,33.3%,33.3%
r25,36.7%,13.3%
r23,0.0%,33.3%
r18,23.3%,23.3%
r11,8.9%,15.6%
r27,4.0%,0.0%
r5,7.5%,0.0%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,93.3%,90.0%
r1,70.0%,16.7%
r30,26.7%,3.3%
r22,4.8%,2.4%
r26,0.0%,6.7%
r9,31.8%,0.0%
r14,60.0%,57.8%
r2,22.5%,0.0%
r20,20.0%,2.5%
r15,0.0%,0.0%
Total,31.2%,24.9%
