List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,76.7%,76.7%
r10,0.0%,40.0%
r21,0.0%,100.0%
r34,42.9%,5.7%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,6.7%
r13,42.9%,42.9%
r6,45.7%,91.4%
r29,9.6%,36.5%
r3,6.7%,13.3%
r24,7.5%,15.0%
r32,96.7%,96.7%
r16,40.0%,40.0%
r28,33.3%,24.4%
r25,0.0%,83.3%
r23,0.0%,11.1%
r18,13.3%,20.0%
r11,48.9%,48.9%
r27,96.0%,4.0%
r5,25.0%,42.5%
r17,13.3%,16.7%
r19,0.0%,100.0%
r8,0.0%,3.3%
r1,70.0%,0.0%
r30,3.3%,23.3%
r22,7.1%,7.1%
r26,0.0%,60.0%
r9,100.0%,0.0%
r14,40.0%,46.7%
r2,42.5%,0.0%
r20,20.0%,75.0%
r15,3.3%,16.7%
Total,33.8%,36.9%
