List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,100.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,75.0%
r34,8.6%,0.0%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,36.7%,43.3%
r13,2.9%,37.1%
r6,97.1%,0.0%
r29,86.5%,13.5%
r3,73.3%,73.3%
r24,7.5%,5.0%
r32,100.0%,100.0%
r16,16.7%,0.0%
r28,42.2%,57.8%
r25,26.7%,6.7%
r23,0.0%,5.6%
r18,3.3%,16.7%
r11,15.6%,15.6%
r27,100.0%,100.0%
r5,27.5%,27.5%
r17,3.3%,0.0%
r19,0.0%,100.0%
r8,90.0%,93.3%
r1,0.0%,0.0%
r30,6.7%,43.3%
r22,16.7%,14.3%
r26,20.0%,26.7%
r9,9.1%,4.5%
r14,66.7%,48.9%
r2,15.0%,52.5%
r20,0.0%,70.0%
r15,26.7%,26.7%
Total,36.8%,37.3%
