List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,68.6%,0.0%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,3.3%
r13,40.0%,40.0%
r6,97.1%,97.1%
r29,86.5%,86.5%
r3,6.7%,0.0%
r24,2.5%,2.5%
r32,100.0%,100.0%
r16,30.0%,0.0%
r28,33.3%,0.0%
r25,60.0%,26.7%
r23,0.0%,33.3%
r18,3.3%,20.0%
r11,15.6%,20.0%
r27,96.0%,96.0%
r5,5.0%,25.0%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,0.0%,93.3%
r1,70.0%,70.0%
r30,6.7%,43.3%
r22,11.9%,2.4%
r26,53.3%,26.7%
r9,0.0%,0.0%
r14,66.7%,64.4%
r2,27.5%,32.5%
r20,37.5%,52.5%
r15,0.0%,26.7%
Total,37.2%,37.9%
