List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,40.0%,60.0%
r21,0.0%,25.0%
r34,14.3%,0.0%
r4,20.0%,10.0%
r33,0.0%,100.0%
r12,40.0%,23.3%
r13,5.7%,94.3%
r6,97.1%,5.7%
r29,100.0%,90.4%
r3,13.3%,6.7%
r24,17.5%,15.0%
r32,100.0%,0.0%
r16,30.0%,0.0%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,0.0%,27.8%
r18,13.3%,20.0%
r11,73.3%,0.0%
r27,96.0%,96.0%
r5,25.0%,55.0%
r17,20.0%,40.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,0.0%,20.0%
r22,11.9%,7.1%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,51.1%,11.1%
r2,32.5%,60.0%
r20,75.0%,75.0%
r15,0.0%,0.0%
Total,43.4%,40.3%
