List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,76.7%
r10,0.0%,40.0%
r21,0.0%,75.0%
r34,14.3%,5.7%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,40.0%,23.3%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,0.0%,100.0%
r3,6.7%,6.7%
r24,15.0%,10.0%
r32,0.0%,0.0%
r16,46.7%,3.3%
r28,57.8%,42.2%
r25,83.3%,83.3%
r23,22.2%,11.1%
r18,6.7%,10.0%
r11,2.2%,73.3%
r27,4.0%,96.0%
r5,55.0%,55.0%
r17,36.7%,36.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,96.7%
r30,0.0%,0.0%
r22,9.5%,14.3%
r26,40.0%,60.0%
r9,100.0%,0.0%
r14,46.7%,60.0%
r2,32.5%,60.0%
r20,95.0%,0.0%
r15,0.0%,0.0%
Total,39.1%,46.0%
