List,gaussian_mixture,kmeans
r31,66.7%,33.3%
r7,0.0%,100.0%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,0.0%,48.6%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,0.0%,40.0%
r13,11.4%,37.1%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,35.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,33.3%,0.0%
r25,3.3%,60.0%
r23,0.0%,0.0%
r18,16.7%,26.7%
r11,17.8%,20.0%
r27,96.0%,96.0%
r5,27.5%,5.0%
r17,6.7%,6.7%
r19,100.0%,100.0%
r8,83.3%,83.3%
r1,50.0%,50.0%
r30,40.0%,16.7%
r22,9.5%,2.4%
r26,0.0%,0.0%
r9,36.4%,0.0%
r14,35.6%,35.6%
r2,47.5%,37.5%
r20,40.0%,50.0%
r15,26.7%,26.7%
Total,29.8%,35.7%
