List,gaussian_mixture,kmeans
r31,0.0%,66.7%
r7,0.0%,100.0%
r10,0.0%,0.0%
r21,75.0%,0.0%
r34,60.0%,60.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,36.7%,43.3%
r13,34.3%,31.4%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,73.3%,6.7%
r24,10.0%,25.0%
r32,100.0%,0.0%
r16,3.3%,0.0%
r28,24.4%,24.4%
r25,43.3%,56.7%
r23,0.0%,0.0%
r18,3.3%,20.0%
r11,8.9%,24.4%
r27,96.0%,96.0%
r5,7.5%,0.0%
r17,3.3%,0.0%
r19,0.0%,100.0%
r8,83.3%,93.3%
r1,70.0%,73.3%
r30,40.0%,13.3%
r22,9.5%,0.0%
r26,13.3%,0.0%
r9,9.1%,0.0%
r14,48.9%,46.7%
r2,0.0%,35.0%
r20,17.5%,7.5%
r15,26.7%,26.7%
Total,33.2%,31.8%
