List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,73.3%,26.7%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,62.9%,68.6%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,100.0%,54.3%
r6,31.4%,42.9%
r29,90.4%,90.4%
r3,20.0%,0.0%
r24,12.5%,12.5%
r32,100.0%,0.0%
r16,10.0%,36.7%
r28,42.2%,42.2%
r25,80.0%,80.0%
r23,22.2%,5.6%
r18,3.3%,3.3%
r11,22.2%,24.4%
r27,4.0%,4.0%
r5,2.5%,50.0%
r17,13.3%,36.7%
r19,0.0%,0.0%
r8,6.7%,80.0%
r1,96.7%,83.3%
r30,43.3%,0.0%
r22,9.5%,9.5%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,44.4%,55.6%
r2,42.5%,95.0%
r20,72.5%,20.0%
r15,0.0%,0.0%
Total,43.6%,42.3%
