List,gaussian_mixture,kmeans
r31,83.3%,83.3%
r7,26.7%,73.3%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,68.6%,22.9%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,45.7%
r6,51.4%,40.0%
r29,44.2%,80.8%
r3,6.7%,6.7%
r24,15.0%,12.5%
r32,100.0%,0.0%
r16,40.0%,13.3%
r28,42.2%,42.2%
r25,80.0%,80.0%
r23,22.2%,5.6%
r18,26.7%,26.7%
r11,22.2%,48.9%
r27,96.0%,4.0%
r5,25.0%,42.5%
r17,16.7%,6.7%
r19,0.0%,100.0%
r8,80.0%,80.0%
r1,0.0%,96.7%
r30,36.7%,3.3%
r22,7.1%,2.4%
r26,60.0%,0.0%
r9,100.0%,100.0%
r14,53.3%,20.0%
r2,0.0%,52.5%
r20,20.0%,72.5%
r15,13.3%,80.0%
Total,39.8%,43.6%
