List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,60.0%,60.0%
r4,30.0%,0.0%
r33,100.0%,100.0%
r12,6.7%,6.7%
r13,40.0%,20.0%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,80.0%,80.0%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,24.4%
r25,10.0%,30.0%
r23,5.6%,0.0%
r18,20.0%,20.0%
r11,20.0%,8.9%
r27,96.0%,96.0%
r5,25.0%,5.0%
r17,50.0%,3.3%
r19,0.0%,100.0%
r8,0.0%,0.0%
r1,0.0%,16.7%
r30,3.3%,10.0%
r22,2.4%,2.4%
r26,0.0%,0.0%
r9,0.0%,0.0%
r14,46.7%,0.0%
r2,47.5%,25.0%
r20,30.0%,12.5%
r15,26.7%,10.0%
Total,30.4%,25.1%
