List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,26.7%,26.7%
r10,60.0%,0.0%
r21,100.0%,0.0%
r34,22.9%,22.9%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,16.7%,40.0%
r13,94.3%,94.3%
r6,51.4%,51.4%
r29,100.0%,86.5%
r3,6.7%,6.7%
r24,17.5%,27.5%
r32,0.0%,100.0%
r16,43.3%,50.0%
r28,33.3%,42.2%
r25,80.0%,80.0%
r23,5.6%,5.6%
r18,20.0%,6.7%
r11,73.3%,73.3%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,6.7%,20.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,96.7%,0.0%
r30,20.0%,0.0%
r22,9.5%,16.7%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,60.0%,8.9%
r2,0.0%,62.5%
r20,0.0%,20.0%
r15,93.3%,0.0%
Total,44.7%,43.5%
