List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,75.0%
r34,2.9%,57.1%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,36.7%,40.0%
r13,2.9%,48.6%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,80.0%
r24,12.5%,5.0%
r32,100.0%,100.0%
r16,10.0%,0.0%
r28,33.3%,24.4%
r25,13.3%,10.0%
r23,0.0%,11.1%
r18,20.0%,3.3%
r11,11.1%,15.6%
r27,96.0%,96.0%
r5,0.0%,7.5%
r17,6.7%,3.3%
r19,100.0%,0.0%
r8,93.3%,0.0%
r1,0.0%,16.7%
r30,26.7%,10.0%
r22,0.0%,2.4%
r26,6.7%,13.3%
r9,27.3%,0.0%
r14,57.8%,66.7%
r2,47.5%,2.5%
r20,50.0%,27.5%
r15,26.7%,0.0%
Total,32.9%,28.2%
