List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,23.3%,73.3%
r10,0.0%,20.0%
r21,75.0%,0.0%
r34,57.1%,0.0%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,26.7%,40.0%
r13,94.3%,94.3%
r6,40.0%,94.3%
r29,90.4%,100.0%
r3,13.3%,6.7%
r24,15.0%,15.0%
r32,0.0%,0.0%
r16,33.3%,3.3%
r28,42.2%,57.8%
r25,83.3%,83.3%
r23,33.3%,11.1%
r18,20.0%,20.0%
r11,73.3%,73.3%
r27,96.0%,96.0%
r5,27.5%,55.0%
r17,13.3%,10.0%
r19,0.0%,0.0%
r8,0.0%,80.0%
r1,96.7%,0.0%
r30,3.3%,23.3%
r22,0.0%,14.3%
r26,0.0%,0.0%
r9,100.0%,0.0%
r14,60.0%,6.7%
r2,60.0%,60.0%
r20,47.5%,20.0%
r15,0.0%,93.3%
Total,43.8%,43.9%
