List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,0.0%,0.0%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,60.0%,60.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,36.7%,3.3%
r13,28.6%,17.1%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,6.7%,6.7%
r24,2.5%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,37.8%,37.8%
r25,0.0%,43.3%
r23,0.0%,0.0%
r18,6.7%,30.0%
r11,6.7%,17.8%
r27,96.0%,0.0%
r5,62.5%,7.5%
r17,10.0%,0.0%
r19,0.0%,100.0%
r8,0.0%,96.7%
r1,0.0%,0.0%
r30,10.0%,16.7%
r22,14.3%,16.7%
r26,0.0%,6.7%
r9,0.0%,0.0%
r14,51.1%,31.1%
r2,0.0%,40.0%
r20,40.0%,45.0%
r15,0.0%,26.7%
Total,27.6%,30.2%
