List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,100.0%,100.0%
r10,20.0%,20.0%
r21,25.0%,0.0%
r34,54.3%,54.3%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,0.0%,36.7%
r13,20.0%,17.1%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,15.0%,5.0%
r32,0.0%,100.0%
r16,0.0%,0.0%
r28,57.8%,57.8%
r25,10.0%,10.0%
r23,0.0%,0.0%
r18,23.3%,20.0%
r11,8.9%,20.0%
r27,100.0%,100.0%
r5,27.5%,0.0%
r17,0.0%,10.0%
r19,100.0%,100.0%
r8,93.3%,93.3%
r1,73.3%,0.0%
r30,43.3%,0.0%
r22,2.4%,2.4%
r26,20.0%,13.3%
r9,0.0%,0.0%
r14,60.0%,48.9%
r2,52.5%,17.5%
r20,40.0%,50.0%
r15,0.0%,0.0%
Total,37.7%,35.7%
