List,gaussian_mixture,kmeans
r31,16.7%,50.0%
r7,100.0%,100.0%
r10,0.0%,20.0%
r21,75.0%,0.0%
r34,48.6%,48.6%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,14.3%,5.7%
r6,0.0%,0.0%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,22.5%,2.5%
r32,100.0%,100.0%
r16,0.0%,10.0%
r28,0.0%,0.0%
r25,26.7%,3.3%
r23,0.0%,0.0%
r18,23.3%,23.3%
r11,6.7%,15.6%
r27,96.0%,96.0%
r5,27.5%,5.0%
r17,6.7%,0.0%
r19,100.0%,100.0%
r8,86.7%,86.7%
r1,3.3%,0.0%
r30,13.3%,6.7%
r22,2.4%,0.0%
r26,13.3%,6.7%
r9,27.3%,36.4%
r14,20.0%,37.8%
r2,12.5%,17.5%
r20,42.5%,10.0%
r15,0.0%,10.0%
Total,27.1%,27.8%
