List,gaussian_mixture,kmeans
r31,0.0%,83.3%
r7,76.7%,76.7%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,31.4%,31.4%
r4,20.0%,0.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,14.3%,42.9%
r6,91.4%,77.1%
r29,76.9%,9.6%
r3,40.0%,26.7%
r24,7.5%,0.0%
r32,96.7%,96.7%
r16,16.7%,40.0%
r28,42.2%,57.8%
r25,20.0%,23.3%
r23,5.6%,27.8%
r18,20.0%,20.0%
r11,20.0%,33.3%
r27,100.0%,4.0%
r5,15.0%,27.5%
r17,33.3%,40.0%
r19,0.0%,0.0%
r8,10.0%,80.0%
r1,56.7%,56.7%
r30,3.3%,6.7%
r22,4.8%,2.4%
r26,0.0%,0.0%
r9,0.0%,31.8%
r14,48.9%,31.1%
r2,37.5%,15.0%
r20,0.0%,20.0%
r15,36.7%,26.7%
Total,35.7%,31.3%
