List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,23.3%,76.7%
r10,0.0%,20.0%
r21,100.0%,0.0%
r34,5.7%,45.7%
r4,20.0%,10.0%
r33,100.0%,0.0%
r12,6.7%,6.7%
r13,45.7%,17.1%
r6,88.6%,57.1%
r29,32.7%,32.7%
r3,6.7%,13.3%
r24,5.0%,12.5%
r32,96.7%,96.7%
r16,6.7%,40.0%
r28,33.3%,24.4%
r25,83.3%,3.3%
r23,5.6%,5.6%
r18,6.7%,26.7%
r11,24.4%,22.2%
r27,0.0%,4.0%
r5,42.5%,25.0%
r17,10.0%,0.0%
r19,0.0%,100.0%
r8,3.3%,80.0%
r1,70.0%,70.0%
r30,30.0%,30.0%
r22,2.4%,21.4%
r26,0.0%,60.0%
r9,100.0%,0.0%
r14,26.7%,40.0%
r2,45.0%,30.0%
r20,47.5%,47.5%
r15,0.0%,6.7%
Total,33.3%,31.8%
