List,gaussian_mixture,kmeans
r31,16.7%,16.7%
r7,23.3%,23.3%
r10,40.0%,20.0%
r21,0.0%,0.0%
r34,40.0%,48.6%
r4,0.0%,20.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,45.7%,57.1%
r6,42.9%,51.4%
r29,32.7%,53.8%
r3,13.3%,13.3%
r24,17.5%,17.5%
r32,100.0%,96.7%
r16,40.0%,10.0%
r28,42.2%,42.2%
r25,83.3%,83.3%
r23,5.6%,11.1%
r18,6.7%,23.3%
r11,17.8%,48.9%
r27,100.0%,100.0%
r5,42.5%,15.0%
r17,3.3%,6.7%
r19,0.0%,0.0%
r8,3.3%,3.3%
r1,13.3%,70.0%
r30,10.0%,30.0%
r22,9.5%,9.5%
r26,0.0%,40.0%
r9,100.0%,0.0%
r14,15.6%,42.2%
r2,45.0%,45.0%
r20,20.0%,20.0%
r15,0.0%,66.7%
Total,33.5%,39.6%
