List,gaussian_mixture,kmeans
r31,0.0%,83.3%
r7,73.3%,73.3%
r10,0.0%,0.0%
r21,0.0%,75.0%
r34,0.0%,0.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,16.7%,43.3%
r13,94.3%,0.0%
r6,91.4%,94.3%
r29,0.0%,100.0%
r3,13.3%,6.7%
r24,5.0%,5.0%
r32,0.0%,0.0%
r16,50.0%,26.7%
r28,57.8%,42.2%
r25,80.0%,0.0%
r23,22.2%,22.2%
r18,13.3%,16.7%
r11,73.3%,73.3%
r27,96.0%,96.0%
r5,25.0%,55.0%
r17,23.3%,10.0%
r19,0.0%,0.0%
r8,0.0%,80.0%
r1,96.7%,96.7%
r30,13.3%,0.0%
r22,4.8%,28.6%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,51.1%,4.4%
r2,32.5%,32.5%
r20,22.5%,72.5%
r15,0.0%,93.3%
Total,39.0%,45.6%
